"ensembl_gene_id","logFC","logCPM","PValue","FDR"
"ENSG00000004468",-0.0718976120473289,1.11296747124207,0.833899495551079,0.92519169221096
"ENSG00000004478",0.152384648501316,5.06840248158674,0.216596077229639,0.473305115057237
"ENSG00000004487",0.102636118152649,6.3022730777162,0.367506102263811,0.617759159204718
"ENSG00000004534",-0.053405905761448,7.07898962814019,0.661588776386002,0.831014365335286
"ENSG00000004660",-0.119575259859514,4.10022217224565,0.506160741898734,0.730241761459903
"ENSG00000004700",0.196323181526343,5.03916019287314,0.183557740605732,0.43189776618797
"ENSG00000004766",-0.00230230385453269,5.22759949292811,0.981048262242895,0.991354768227554
"ENSG00000004776",-0.647648176696697,3.42441702674883,0.0269999269175687,0.144401221993075
"ENSG00000004777",-0.254795980689501,4.79266799408665,0.110434767209807,0.325692827542594
"ENSG00000004779",0.433502891118198,2.89200613098038,0.000529334381350033,0.0130045227389253
"ENSG00000004799",-0.213279220985335,2.96726939851318,0.518448056571823,0.739696763349316
"ENSG00000004809",-1.4866337798322,-0.791806038300502,0.0202875751127671,0.122383014743048
"ENSG00000004838",0.586493694746882,0.836802968388384,0.107419965026641,0.320728185586289
"ENSG00000004846",-1.68485417731696,0.475949227112688,0.00181588014484643,0.0281175589221943
"ENSG00000004848",1.04901153891915,1.08387934447847,0.00635858263162226,0.0606277895769052
"ENSG00000004864",0.0306791963092179,4.30788892311408,0.799200101487011,0.907686606794473
"ENSG00000004866",0.131129053411985,4.58019908110603,0.251405411699059,0.511319843690632
"ENSG00000004897",0.00414392210293933,6.89173884814764,0.974180900742693,0.988820131967963
"ENSG00000004939",-2.41950640907577,0.386457820178903,2.19954723970481e-05,0.0016585561055957
"ENSG00000004961",-0.0197507287015989,2.66775805511746,0.906668631415127,0.959693075232382
"ENSG00000004975",0.0304427489482372,5.5309432727618,0.75618235540861,0.884650158869597
"ENSG00000005001",0.473994343384265,0.923619987869089,0.362562551076217,0.613687054025974
"ENSG00000005007",0.0870904787781488,6.22551193229393,0.379530765105278,0.629107718726755
"ENSG00000005020",0.214032439114852,4.57629949632,0.543921042935008,0.757809126304323
"ENSG00000005022",0.168474528771358,4.91226075449159,0.293892068755485,0.553329368072559
"ENSG00000005059",0.283851264280778,3.37212443379074,0.120261436569438,0.341516416559126
"ENSG00000005073",1.3716730131879,1.79815593287359,0.000207886396063864,0.00691414824456205
"ENSG00000005075",0.143681422239875,2.26208817733358,0.3364452569079,0.59246838777914
"ENSG00000005100",0.0790302329792416,5.22495243535611,0.389042514362967,0.637457582082003
"ENSG00000005102",-0.412350881124154,3.9916485506569,0.186242716038244,0.43561719997225
"ENSG00000005108",-0.360848985268699,4.44402480253985,0.262246361394841,0.522843247034532
"ENSG00000005156",0.350193735853423,5.92174525923992,0.000643983439556156,0.0147904720121604
"ENSG00000005175",0.168979121359975,4.27610229677078,0.139700186960738,0.371546535345211
"ENSG00000005187",0.825449293691103,2.6778918195302,0.00517358316338687,0.0535883208868166
"ENSG00000005189",0.25525036047076,2.20655744607515,0.21443244892104,0.470162359410361
"ENSG00000005194",0.159478151832641,4.07435957711811,0.160924179693752,0.401992942593707
"ENSG00000005206",0.0434515687244579,5.37771080385237,0.756373957638487,0.884766527836089
"ENSG00000005238",-0.0330027813126667,4.35879676231722,0.79746871363545,0.906611086446316
"ENSG00000005243",-0.772715399296594,2.78878151339503,0.00294551586113033,0.037678518447288
"ENSG00000005249",0.366078932985931,5.13277850548192,0.070549045513057,0.253803737256921
"ENSG00000005302",0.190331459022428,4.7551421877712,0.0800048097939869,0.272688434030034
"ENSG00000005339",0.0773538265883635,7.98003795091896,0.418717845048786,0.661784733209837
"ENSG00000005379",0.988201913973714,4.28338751459445,0.0167111058623368,0.108727914768908
"ENSG00000005381",-1.30375255572865,-0.7355843491419,0.0568310804193042,0.222333837323064
"ENSG00000005421",-1.57877007952074,-0.698176046463042,0.00756796208401425,0.0669449719405534
"ENSG00000005436",0.325993034868605,5.29903271109497,0.0108494921344103,0.0836154206414931
"ENSG00000005448",0.312111602219102,2.35287315249633,0.124092118503611,0.347915496733629
"ENSG00000005469",0.2369177757212,4.31236048575252,0.042971195848364,0.189886182677794
"ENSG00000005471",0.185154772310612,1.84014728136513,0.537823783566284,0.754255600847904
"ENSG00000005483",0.0444092897934401,7.65713471904972,0.578137043427168,0.778388983041395
"ENSG00000005486",0.31764410121519,4.51411961100614,0.0363838909248309,0.172627127985182
"ENSG00000005513",0.394398920633401,5.40217280251691,0.0898285972641948,0.291324526577402
"ENSG00000005700",-0.16658862873659,6.65847708533923,0.0962584776945528,0.302849285867247
"ENSG00000005801",-0.0334943909716822,4.73982052457586,0.78186884250563,0.898103289806978
"ENSG00000005810",-0.250403403827856,7.75374864847321,0.0117971302579792,0.0876457265545961
"ENSG00000005812",-0.190184207134207,5.42981982682055,0.08570357695363,0.283985640601074
"ENSG00000005844",0.287937400391059,2.06267527376237,0.49542096832457,0.722869542172122
"ENSG00000005882",0.0544178309833725,5.00267686386348,0.629656333349801,0.811674013481452
"ENSG00000005884",0.169866917736552,5.27738623665823,0.50486857978467,0.729113953473144
"ENSG00000005889",0.17484145867512,6.54206352039491,0.108134785357618,0.32183974810829
"ENSG00000005893",-0.225174560489796,6.06845708225722,0.110677271123172,0.326160657923988
"ENSG00000005955",0.0119301755391352,5.87002386426366,0.885777756999722,0.950647419927424
"ENSG00000005961",-0.117358761345625,2.38486121691006,0.65642395308899,0.828550330475536
"ENSG00000005981",-1.80476842000952,-0.616956211844637,0.00128875367037998,0.0230911320368878
"ENSG00000006007",0.247810938832944,4.89682460325188,0.050081754149342,0.207689736395374
"ENSG00000006015",-0.120069875799941,3.31025520049485,0.349976943069489,0.603058383397347
"ENSG00000006016",0.732768929314259,6.5800626546552,0.000143814060000275,0.00554335829344498
"ENSG00000006025",0.13031198565285,4.11511253963198,0.37087443613802,0.621281608705638
"ENSG00000006042",0.168294843782961,5.64084914364388,0.156738072803184,0.396327094823863
"ENSG00000006047",0.379315350012307,4.12555382165321,0.075725356257354,0.263609202493471
"ENSG00000006062",-0.066120796278844,4.13944618888072,0.720366054323648,0.86543756574914
"ENSG00000006071",-0.382850452021417,1.45081874165193,0.320385276388723,0.57821438762696
"ENSG00000006074",0.715095182425323,0.184929597376237,0.160167684478794,0.400998384286032
"ENSG00000006075",1.21664495514932,1.68632912525967,0.0448662199725392,0.194568006033533
"ENSG00000006114",-0.0607938966095549,6.6221637654558,0.427519671803829,0.669284160695424
"ENSG00000006116",-1.58344198982836,-1.12405766248918,0.065603093596589,0.242699349115622
"ENSG00000006118",0.285901440737557,5.94169137359655,0.15952162251288,0.399998178519001
"ENSG00000006125",-0.15396560962643,7.50523559058393,0.0645282600005736,0.240270288432197
"ENSG00000006128",0.445665535869906,-1.05118876367152,0.463074490523983,0.697584433124147
"ENSG00000006194",0.34138603979813,5.589093843794,0.000254416771933556,0.00788778923553909
"ENSG00000006210",-0.28620644739183,3.70391134840695,0.236977684501096,0.496001828179087
"ENSG00000006282",0.0389465721801672,5.19371608835225,0.814817610961335,0.915726684662337
"ENSG00000006283",0.200800872562629,7.64317240646576,0.295301712662778,0.554543307802344
"ENSG00000006327",-0.27692490936703,3.30566670051431,0.309799331770035,0.568818208711056
"ENSG00000006377",-0.626794340897391,2.90789612276375,0.0835771463928041,0.280144502149799
"ENSG00000006432",0.31306780369822,3.77605770137326,0.234264450208539,0.492882408341833
"ENSG00000006451",0.0213050710927213,5.20359237649478,0.874840053909129,0.944663457791281
"ENSG00000006453",-0.176385507887573,4.27713106519825,0.366212480328172,0.616491646692219
"ENSG00000006459",0.276515661947812,5.89882839904309,0.0826637417414684,0.278247769747065
"ENSG00000006468",-0.0486449316526307,5.53920792077985,0.783502880869981,0.898993926831974
"ENSG00000006530",0.139313332283556,5.07566448186344,0.190101345455748,0.440704200702684
"ENSG00000006534",0.0825373077386868,2.1721663766976,0.829976186484704,0.923247181247196
"ENSG00000006555",0.0292999524249653,1.49743988830463,0.936847652778945,0.972719254960317
"ENSG00000006576",-0.0720814153033292,6.01637668331411,0.548991922463117,0.760708023485289
"ENSG00000006607",0.350142271337717,6.0648808538039,0.00014085255614827,0.00548518945767105
"ENSG00000006611",0.391606783343951,3.01257646898386,0.304142208396252,0.56340844272801
"ENSG00000006625",0.269217237762638,3.67690850585862,0.0881499859450619,0.288301370830993
"ENSG00000006634",0.614058187603601,3.48220916532751,4.9269737986212e-05,0.0027539456626749
"ENSG00000006638",-0.23499465541214,2.98752613766346,0.352441695836412,0.604841037375709
"ENSG00000006652",0.21082412581351,5.13421670224809,0.265814458086641,0.526886722753693
"ENSG00000006695",0.102322470296535,3.2882562682268,0.408785718031975,0.653194192728564
"ENSG00000006704",0.203751251321349,5.00744984555649,0.139939679723436,0.372074430723937
"ENSG00000006712",-0.158200050037796,4.16180529650902,0.146071091297878,0.3807892335012
"ENSG00000006715",-0.0120054897306332,6.67412047803827,0.883558479497475,0.949220355608208
"ENSG00000006740",-0.126794978657493,4.15917150350361,0.46483242958826,0.698724588095535
"ENSG00000006744",0.0675348151829542,5.10688411645367,0.532470526453302,0.750500013582061
"ENSG00000006747",-0.452782678317965,1.01162631975247,0.177115424560397,0.424257213301529
"ENSG00000006756",0.485061493929626,5.26009419409958,0.0257103624170295,0.140439762704836
"ENSG00000006757",0.525448337446971,3.25291511731888,0.00279676412601889,0.0363565980297805
"ENSG00000006788",-0.915603173387646,-0.511605970579176,0.188660055682166,0.438483211725089
"ENSG00000006831",0.0881029831363286,5.67688452095422,0.416285280160428,0.659548432061406
"ENSG00000006837",-0.324696795045268,2.81445877530687,0.0173487596926334,0.111222465283366
"ENSG00000007001",0.244938959271752,0.95535956728282,0.376009028663647,0.625593898249076
"ENSG00000007038",0.719942766875991,2.58320614109904,0.0353694727876851,0.169847067970971
"ENSG00000007047",-0.00339962682909949,5.03913238906569,0.973223535014784,0.988364342883056
"ENSG00000007062",-0.10095032669703,3.35604675997667,0.800871388442041,0.908544282758108
"ENSG00000007080",-0.132303824786372,2.38853288455678,0.399664148165338,0.64562038091837
"ENSG00000007129",-0.00335392316620058,-0.793752805739183,0.995406193229758,0.997952709628036
"ENSG00000007168",-0.039677223654771,7.67110092933596,0.657064119688329,0.828896681959453
"ENSG00000007171",-1.10877303899038,1.27647004136961,0.00404401167410362,0.0460209204769124
"ENSG00000007174",0.955035847796511,2.164868452,0.0216006732460039,0.127215907925026
"ENSG00000007202",0.108891822067952,7.87491447952046,0.236405315198746,0.495348781013717
"ENSG00000007216",-0.198270227929126,-0.885461755462547,0.769158034980678,0.890605762482838
"ENSG00000007237",-0.298628581082708,5.69231513003208,0.292307011668132,0.551985273654599
"ENSG00000007255",-0.0571151024803963,1.83163663024381,0.772830480261782,0.892731529947208
"ENSG00000007264",0.792583857813797,1.50800379711688,0.0225620176291844,0.130318332562021
"ENSG00000007312",-0.0526813167845291,1.04481307556905,0.897064182754209,0.955253831856342
"ENSG00000007314",-0.945982422931075,0.771853431062944,0.0199323663444573,0.121003597013324
"ENSG00000007341",-0.0212774295595102,5.28004211667215,0.801655986782647,0.908891571545972
"ENSG00000007350",-0.159477047739568,0.292189083133478,0.781015216071593,0.897387511007724
"ENSG00000007372",0.164720505566982,2.49009775394538,0.647696323224486,0.823529432224472
"ENSG00000007376",0.269307490800364,2.84088619754332,0.13522570412364,0.364769574939344
"ENSG00000007384",-0.261905754782028,5.06478832293206,0.133393276787398,0.361807332346527
"ENSG00000007392",0.127045532815941,6.82780635230521,0.15429041953588,0.392811402000206
"ENSG00000007402",-0.00170836940246955,4.57668199970707,0.995736596133699,0.998043784834325
"ENSG00000007516",1.06869864680093,5.39773388116985,0.000291061682849673,0.00859616279203442
"ENSG00000007520",0.211185224203973,2.72995962819985,0.173883909008573,0.419767105988148
"ENSG00000007541",0.317061595908546,5.52229540696247,0.0613888627968981,0.232998638342772
"ENSG00000007545",0.10394236595225,5.23867689024917,0.300488531135966,0.560039997844782
"ENSG00000007866",0.0800780872475591,4.35414962692608,0.646933404097239,0.823218861801665
"ENSG00000007908",-2.23390914831116,0.719931974124237,8.51135946966083e-06,0.000905058909338017
"ENSG00000007923",0.0520618532076343,4.98502639585632,0.619346982405264,0.804831489466831
"ENSG00000007933",-0.588692987102961,0.546506748532324,0.187770523326625,0.437526204688231
"ENSG00000007944",0.343451760335499,3.94479713487134,0.114350877210255,0.331813796880967
"ENSG00000007968",0.93700315881531,2.66868035803528,0.000123238608565586,0.00509198976285873
"ENSG00000008018",0.0138175989096776,4.84178471352463,0.880366759622138,0.947425783694647
"ENSG00000008056",-0.0418783987821059,0.363148927020654,0.888014100025914,0.951603488575915
"ENSG00000008083",-0.0113476891500857,6.45941432662239,0.90785710865311,0.960343397617016
"ENSG00000008086",0.0330807973364603,3.88853940668823,0.817930608997959,0.917166866404915
"ENSG00000008118",-0.352598595723982,0.644082162529174,0.339871180852974,0.595095751575917
"ENSG00000008128",0.137791677688213,1.58815184459062,0.551834767176021,0.762559466343202
"ENSG00000008130",-0.00135339944985587,4.89236881988034,0.991572091477318,0.996311713518015
"ENSG00000008196",0.41221239625219,1.74362856306229,0.394743290585329,0.642239382763925
"ENSG00000008226",-1.36504025269004,2.96959308827714,5.97030515551412e-06,0.000725525342135044
"ENSG00000008256",-0.0914157265493662,5.72784050164786,0.521586634587812,0.742540127614394
"ENSG00000008277",0.243443556537058,3.97624428746005,0.236533324027007,0.4954350271883
"ENSG00000008282",-0.194451079343181,5.47931356728755,0.204829550282774,0.458205075676915
"ENSG00000008283",-0.0853407631226887,3.83952097332811,0.677924102371445,0.840707612360184
"ENSG00000008294",0.159204148362136,8.00148384158455,0.09705373231857,0.304086115476822
"ENSG00000008300",-0.314704887416025,3.7678215783266,0.27956755380602,0.539611245063475
"ENSG00000008311",0.208520056942659,5.40851389607274,0.180230935668929,0.427767573445281
"ENSG00000008323",-0.474270488580097,1.07692428302254,0.239804318627864,0.499451576159602
"ENSG00000008324",-0.343997510685781,1.79543913450072,0.0577030813004204,0.224262646498964
"ENSG00000008382",0.164219444275684,3.0559885462749,0.365107677248199,0.615942180994643
"ENSG00000008394",0.345644357214883,2.36578356340769,0.282807601113226,0.543281983761688
"ENSG00000008405",0.379312831345629,5.03743549440472,0.023972316069065,0.134880201677557
"ENSG00000008441",-0.250524547396034,8.28946983259573,0.0513243751064962,0.210470143834579
"ENSG00000008513",-0.26418451187624,6.06138692303732,0.107775214403867,0.321365516576186
"ENSG00000008516",-0.891710433760351,1.5790975121393,0.0917603282882018,0.294761375540847
"ENSG00000008517",-0.441102211630385,0.75616209483696,0.169179601277502,0.413174046866578
"ENSG00000008710",0.111460111394472,8.4335719040897,0.490842896367343,0.719527390535361
"ENSG00000008735",0.0116482500741462,3.24855739611097,0.96013733861726,0.981961921194035
"ENSG00000008838",0.0593255175761617,5.80978789238083,0.604011446694925,0.796135753945504
"ENSG00000008853",0.392916029314111,4.95680186008445,0.0124246865176507,0.09047950553691
"ENSG00000008869",0.175295517676074,6.40388415661129,0.0535621019671384,0.215554993738539
"ENSG00000008952",-0.290881735236717,6.7293416271372,0.0246328506141974,0.137038795538334
"ENSG00000008988",0.129435412338369,7.93091893546791,0.413932766093643,0.65773532343909
"ENSG00000009307",-0.231696300879328,8.52237636248287,0.0447262155129167,0.194053604156376
"ENSG00000009335",0.302935933468138,6.78346156659449,0.000639989913346472,0.0147511985022899
"ENSG00000009413",-0.085989597950121,7.76365928797785,0.45507139285673,0.691378610524772
"ENSG00000009694",-0.983047541053876,6.60577198864934,0.00576001583236278,0.0576022744205537
"ENSG00000009709",1.04595330255685,5.70254467482602,0.0132106599066535,0.0942066998242105
"ENSG00000009724",-1.28128238935878,-0.641143966868674,0.0476176277795396,0.201405785955167
"ENSG00000009765",-0.87382158705132,0.618091442888893,0.114300907429745,0.331774898821186
"ENSG00000009780",-0.449733810898653,4.01352854634466,0.000311579839519977,0.00907120894520932
"ENSG00000009790",-0.16952058580715,1.71973744148504,0.750758751803223,0.8816775522169
"ENSG00000009830",0.0753097162498283,4.69709636242069,0.464364775869361,0.698407291228238
"ENSG00000009844",-0.139689845561664,4.97507016620598,0.275475281512348,0.535813693322445
"ENSG00000009950",0.398014429658254,3.25654143994673,0.354883271294246,0.607466074388867
"ENSG00000009954",0.180731814799215,6.95480292743339,0.0470182676964226,0.200002016530181
"ENSG00000010017",0.0454678494132554,5.80013779955858,0.638182631467632,0.817548870901404
"ENSG00000010030",-0.251438965159929,0.424655452196885,0.541680755805851,0.756534723205957
"ENSG00000010072",-0.129508674894589,3.49932731893065,0.226408213891423,0.484560474241454
"ENSG00000010165",0.0765511058782737,4.72004768803502,0.598621675807548,0.792581271961012
"ENSG00000010219",0.280019527658488,2.81487608484143,0.170969377359616,0.416163589475643
"ENSG00000010244",0.0635041699158223,8.62396805578951,0.485171579924003,0.715226714267326
"ENSG00000010256",0.067372676796179,4.40181555734807,0.596498188662633,0.791136094016055
"ENSG00000010270",0.135214269778005,4.4746481645805,0.265389421290902,0.526517385774109
"ENSG00000010278",-0.501962306280536,4.24061253360243,0.0453452806405785,0.19583434623468
"ENSG00000010282",-0.532724104167581,0.341087714508087,0.270825192817127,0.531480116932268
"ENSG00000010292",0.447238728027377,5.88901646904038,0.000500504661224237,0.0126033648318085
"ENSG00000010295",0.0667185336464598,4.28111677667725,0.666685337417779,0.8342607481157
"ENSG00000010310",-0.570305035165199,1.99539600745447,0.154271947965283,0.392801112670748
"ENSG00000010318",-0.263957173424962,2.64701063096124,0.106935830522768,0.320125397851124
"ENSG00000010319",-0.654347174812533,2.08060595612661,0.0220116310571696,0.128468068628574
"ENSG00000010322",-0.116097928292003,7.11330458349245,0.387057705242799,0.635738719267136
"ENSG00000010327",-1.29485632779529,5.62108275007166,3.55411797033625e-06,0.000537954612721258
"ENSG00000010361",0.200237826124492,3.828000022049,0.162831090371971,0.404612613313051
"ENSG00000010379",-0.0465379119417624,0.0264693304918345,0.912469557591103,0.962427690142104
"ENSG00000010404",-0.0368563971270823,6.8405199119461,0.763240195321756,0.887870143455278
"ENSG00000010438",-0.337481312525019,-0.594395033617596,0.545661916063974,0.758875134990928
"ENSG00000010539",0.462974555451212,3.92940636572099,9.00817464507664e-05,0.00408685870022719
"ENSG00000010610",-0.391539377083989,2.69569167513769,0.172012264677271,0.417180962609636
"ENSG00000010626",0.199400184885672,2.90484733040308,0.269740772144342,0.530596952267956
"ENSG00000010671",-0.599770390254339,0.908484768921334,0.108818346520374,0.322990318463756
"ENSG00000010704",-0.199278615420041,4.52807168382998,0.150772038672343,0.387954028235168
"ENSG00000010803",-0.00552755853794844,5.92589798816435,0.950004450215349,0.977696451391759
"ENSG00000010810",-0.206196152871362,5.17107684773445,0.232862485126561,0.491252991765562
"ENSG00000010818",-0.392313816286607,6.79305112539271,0.0015323793539749,0.0256153042548895
"ENSG00000010932",-0.898236248999474,1.51257783552016,0.0505207352897663,0.208842055478015
"ENSG00000011007",0.0508550032883286,5.89741461337812,0.516035735617572,0.737569375649562
"ENSG00000011009",-0.00647116080968127,3.98583657708246,0.962553152448124,0.983139820749329
"ENSG00000011021",-0.15725033382608,5.39736208685355,0.145551274730123,0.380052877643038
"ENSG00000011028",-0.0583905962845807,7.71889647447794,0.710249200155938,0.859797682259275
"ENSG00000011083",-0.378266672441308,-0.457441095290077,0.509046303218838,0.73260817161302
"ENSG00000011105",0.0837244285856803,6.29329095955964,0.693819520716209,0.850014004834417
"ENSG00000011114",-0.158167215197795,6.40350407776793,0.0803386388783878,0.273352883361233
"ENSG00000011132",-0.0153003329728023,3.98187851697286,0.910613163341914,0.961257298383558
"ENSG00000011143",0.146237502241094,3.7832882664545,0.259798062359588,0.51995905120876
"ENSG00000011198",-0.188227819203259,3.65769717937646,0.318682734069325,0.576517757965115
"ENSG00000011201",-0.0427459584611102,6.26332569771073,0.890937922679544,0.952673967602619
"ENSG00000011243",0.216139737570514,5.46086137479034,0.0879401328780935,0.287960827267483
"ENSG00000011258",0.0669066521658445,6.18666737039543,0.5470740038121,0.759719025622004
"ENSG00000011260",0.0045560346143891,4.46843566519125,0.967668610328084,0.985959995573469
"ENSG00000011275",0.200181410188511,6.27912951124403,0.0256500213606548,0.140289176503593
"ENSG00000011295",0.177976769611149,5.70902024341793,0.074593396350339,0.261057706615142
"ENSG00000011304",0.239628803220195,6.58226553116261,0.00229554376303012,0.0321104813840919
"ENSG00000011332",0.0174467500292074,2.08259365743561,0.940767393583852,0.973988012807029
"ENSG00000011347",-0.266013438318692,4.82700662985118,0.278177730074549,0.538109436495118
"ENSG00000011376",0.0831135274156096,4.52047460314581,0.482977973974981,0.713471722449284
"ENSG00000011405",-0.171448726614524,7.2384530405333,0.0418620460110538,0.186703704583673
"ENSG00000011422",-0.0494294674560048,3.24506429706754,0.918818887136274,0.964320235418749
"ENSG00000011426",0.653929700880618,4.42659218665592,0.00140159168491607,0.0242393438723636
"ENSG00000011451",0.0377049217630382,5.548526766089,0.737002336797966,0.874401530923679
"ENSG00000011454",-0.0416525047928258,6.75660263639624,0.580423578454571,0.779962987071722
"ENSG00000011465",-0.246438814468857,6.45670736456839,0.663634576561306,0.832078502715973
"ENSG00000011478",0.339744441343426,2.25865558745541,0.0795832176095185,0.27185767611649
"ENSG00000011485",0.19723067591987,5.14185124890681,0.0564339041033132,0.221665602068405
"ENSG00000011523",0.146294930185722,5.75952691263323,0.145057626302534,0.379236808065817
"ENSG00000011566",0.16342309801665,6.08597001503046,0.116559300008393,0.335610398300028
"ENSG00000011600",-0.0469516093946734,1.54648655757964,0.907556907443219,0.960222581526425
"ENSG00000011638",0.172697566044367,2.00946054716564,0.484783343327891,0.714819749132145
"ENSG00000011677",-0.411463836236738,1.44109749784617,0.312225766589894,0.571137409923277
"ENSG00000012048",0.568331339230533,4.21875611150401,0.000912493419075614,0.0187100525902004
"ENSG00000012061",0.227797700300598,5.31170577785104,0.0995563979110777,0.308448065961467
"ENSG00000012124",0.00928595335569352,1.67656592075887,0.991827059284723,0.996439357106088
"ENSG00000012171",-0.0722980133159259,4.61395265345263,0.782780873478293,0.898451025223935
"ENSG00000012174",-0.00679654207879402,5.60959975617354,0.961010656218013,0.98244905820823
"ENSG00000012211",0.020457671820491,2.96028007590029,0.908582234247026,0.960698094760859
"ENSG00000012223",-0.446264052777974,1.14012989156366,0.34598109099757,0.599945934389404
"ENSG00000012232",0.146001083273944,5.53426898771185,0.254660001224337,0.514632508784533
"ENSG00000012660",-0.24004595461361,5.84481100876379,0.0394055135257722,0.180978148082511
"ENSG00000012779",0.201970678028514,2.49454545939447,0.674440934245571,0.839047230056272
"ENSG00000012817",-1.81401002863397,5.64639603722401,0.00218119664262388,0.0311840093533953
"ENSG00000012822",-0.23378841274632,6.93714948787757,0.0279031411191329,0.147715170051326
"ENSG00000012963",-0.0532911998362937,4.79835520543085,0.658492218524728,0.829491610944456
"ENSG00000012983",-0.34866059290932,6.69262929269531,0.000927352436622813,0.0187823368134744
"ENSG00000013016",-0.116631219535312,3.48665082486806,0.49430702598265,0.722056965617049
"ENSG00000013275",-0.111331388662915,3.91632147395702,0.245735545714161,0.505988448554098
"ENSG00000013288",-0.0264396825191159,5.23179040769504,0.844623167384,0.929968027682199
"ENSG00000013293",-0.284170154542359,2.10338041412048,0.522069470226438,0.742722538362802
"ENSG00000013297",0.402663849364844,4.5253268691836,0.37392901527876,0.624040324008529
